ceref,name_en,website_url,name_disambiguation_status,operational_status,asset_classes,style,sub_strategy,illiquid_book_likelihood,cayman_fund_signals,us_lp_signals,geographic_focus,sector_focus,family_office_type,parent_org,parent_relationship,aum_raw_string,aum_currency,aum_usd_m,linkedin_url,ir_email,emails_on_site,generic_emails_on_site,also_holds_type_1,also_holds_type_4,all_sfc_ra_types,evidence_strength,rationale,classification_source,serpapi_kg_summary,source_markdown_path,classified_at_utc,classifier_version,email_extraction_cleared,website_accuracy,deep_scrape_attempted_utc,deep_scrape_status,hunter_email,hunter_score,hunter_status,hunter_attempted_utc
BUK941,Deca Capital Limited,https://www.deca-capital.com/,high_confidence,active,"private_equity,public_equity,public_credit,multi",mixed,"family office services, global asset allocation",medium,,,global,"new_energy,digital_economy,generalist",multi,,n_a,,,,,general@deca-capital.com,,general@deca-capital.com,false,true,"4,9",one_clear_statement,"Deca Capital is described as a diversified investment institution offering self-managed specialty funds and family office services, with investment solutions across fixed income, quantitative equity, and digital currencies. They mention investing in new energy and digital economy, and emphasize liquidity and transparency, suggesting a mixed style with some illiquid private investments likely from specialty funds. No AUM or parent group is mentioned.",website,,data\firm_pages\BUK941.md,2026-05-28T07:41:38Z,v2-2026-05-27,,verified,,,,,,
BUK955,Gordian Capital Hong Kong Limited,https://www.gordian-capital.com.hk,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T08:28:57Z,v2-2026-05-27,,not_found,,,,,,
BUL208,Fofund International (HK) Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",no_evidence,,none,,,2026-05-28T08:09:40Z,v2-2026-05-27,,not_found,,,,,,
BUL237,Grand Ocean Global Asset Management Limited,https://www.grandcapital.com/,medium_confidence,placeholder_site,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"The source text is just a redirect link to a placeholder site (grandcapital.com) with no firm-specific content, indicating a placeholder or non-functioning site.",none,"KG title: Grand Ocean Advanced Resources Co Ltd
KG type: Corporate office in Hong Kong",data\firm_pages\BUL237.md,2026-05-28T08:28:42Z,v2-2026-05-27,,unverified,,,,,,
BUL241,CLOUDVIEW ASSET MANAGEMENT LIMITED,https://www.cloudview.hk/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,"The website at cloudview.hk is unrelated to asset management; it promotes a Hong Kong residential property development called ""Cloudview"" by Sun Hung Kai Properties, so the actual asset management firm CLOUDVIEW ASSET MANAGEMENT LIMITED has no discoverable site or content.",none,"KG title: CLOUDVIEW
KG type: Housing development in Hong Kong",data\firm_pages\BUL241.md,2026-05-28T07:24:04Z,v2-2026-05-27,,not_found,,,,,,
BUL570,Airwallex Capital Hong Kong Limited,https://www.airwallex.com,medium_confidence,no_site_found,unknown,unknown,,low,,,,,not_applicable,Airwallex,subsidiary,,,,,,,,false,true,"4,9",no_evidence,"The website describes a payments and financial infrastructure platform for cross-border transactions and does not mention asset management, investment funds, or any Type 9 activity.",none,,data\firm_pages\BUL570.md,2026-05-28T06:27:23Z,v2-2026-05-27,,not_found,,,,,,
BUL580,Trivesta Capital Management (Hong Kong) Limited,https://trivesta-group.com/,medium_confidence,active,"public_equity,public_credit,private_equity,multi",mixed,"multi-asset, cross-border allocation",medium,,,global,generalist,not_applicable,,n_a,,,,,,,,false,true,"4,9",one_clear_statement,"The website explicitly states the investment universe spans 'public and private markets — from equities, fixed income, and derivatives to private equity and digital assets', indicating multi-asset capability including private equity, so illiquid_book_likelihood is set to medium. No parent group was found; this firm appears to be a standalone group entity. AUM is not disclosed.",website,,data\firm_pages\BUL580.md,2026-05-28T14:37:17Z,v2-2026-05-27,,probable,,,,,,
BUL848,PURPLE LEGEND (HK) LIMITED,https://www.purplelegend.com/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",no_evidence,"No source text was provided for the firm, so no information is available to classify.",none,,data\firm_pages\BUL848.md,2026-05-28T13:52:33Z,v2-2026-05-27,,not_found,,,,,,
BUM002,Sirenia Capital Limited,https://www.sirenia.com/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,none,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"The website content is unrelated to asset management; it appears to be a personal site about game design and writing, not Sirenia Capital Limited.",none,,data\firm_pages\BUM002.md,2026-05-28T14:29:23Z,v2-2026-05-27,,not_found,,,,,,
BUM053,Arrowpoint Investment Partners (Hong Kong) Limited,https://arrowpointfund.com/,high_confidence,active,multi,long_short,multi-strategy hedge fund platform focused on Asia,low,,,asia,generalist,not_applicable,,n_a,,,,,investors@arrowpointfund.com,investors@arrowpointfund.com,info@arrowpointfund.com,false,false,9,multiple_pages_corroborate,"Website states firm is a multi-strategy hedge fund platform focused on Asia, with no mention of illiquid private asset classes, indicating a low likelihood of holding illiquid private positions.",consensus_website_plus,"AI overview: Arrowpoint Investment Partners is a prominent Asia-focused, multi-strategy hedge fund headquartered in Singapore with a major operational presence in Hong Kong. Founded by former Millennium Management Asia Co-CEO Jonathan Xiong, the firm launched in mid-2024 with over $1 billion in capital. Hubbis +3 Key details about the firm's Hong Kong footprint and operations include: ",data\firm_pages\BUM053.md,2026-05-28T06:29:00Z,v2-2026-05-27,,verified,,,,,,
BUM109,Wuzhen Capital (Hong Kong) Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T14:47:04Z,v2-2026-05-27,,not_found,,,,,,
BUM449,White Elk Partners Limited,https://whiteelkpartners.com/,high_confidence,active,"public_equity,public_credit,multi",macro,Asia-focused macro and relative value,low,,,asia,generalist,not_applicable,,n_a,,,,,,,,false,false,9,one_clear_statement,"The website describes White Elk Partners as a Hong Kong SFC-licensed asset manager running an 'Asia-focused macro and relative value' strategy, which is inherently directional long/short and liquid, with no mention of private equity, private credit, or other illiquid assets, indicating a pure public-markets macro shop.",website,,data\firm_pages\BUM449.md,2026-05-28T14:47:17Z,v2-2026-05-27,,verified,,,,,,
BUM574,WealthMate Asset Management Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,,,2026-05-28T14:47:14Z,v2-2026-05-27,,not_found,,,,,,
BUM593,"Tranquility Asset Management Co., Limited",https://www.tranquilitywm.com/,medium_confidence,active,"public_equity,public_credit",buy_and_hold,retirement & wealth management,low,,,us,generalist,not_applicable,,n_a,$0 M In Assets Under Management (AUM) as of 12.01.2025,USD,,,,"britt.clark@tranquilitywm.com,henry.devries@tranquilitywm.com",,false,true,"4,9",one_clear_statement,"The website clearly describes a US-focused wealth management firm providing financial planning, retirement, education, and trust investment services. No mention of private equity, private credit, or any illiquid alternative investments; the firm builds risk-specific model portfolios based on leading investment firms' research, suggesting liquid public market investments.",website,,data\firm_pages\BUM593.md,2026-05-28T14:37:21Z,v2-2026-05-27,,probable,,,,,,
BUN274,Kylin Brothers Capital International Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T12:42:33Z,v2-2026-05-27,,not_found,,,,,,
BUN420,Dream Peak Capital Limited,https://www.dreamcapital.com/,high_confidence,active,"private_equity,private_credit,real_assets",buy_and_hold,commercial real estate sponsor and co-investor,high,,true,us,real_estate,not_applicable,,n_a,$400MM+ Assets Under Management,USD,400,,,investors@dreamcapital.com,hello@dreamcapital.com,false,false,9,one_clear_statement,"Sourced from Dream Peak Capital's website which is a full-service investment firm focused on commercial real estate private equity and credit, with stated AUM of $400MM+ USD, targeting institutional investors, family offices, and UHNW individuals, indicating high illiquid book likelihood.",website,,data\firm_pages\BUN420.md,2026-05-28T07:40:52Z,v2-2026-05-27,,verified,2026-05-29T01:21:34+00:00,,,,,
BUN493,RICH FOREVER FAMILY OFFICE LIMITED,https://www.richforever.com/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,single,,n_a,,,,,,,,false,true,"4,9",no_evidence,"No source text was provided for this firm, indicating no accessible website; classified as no_site_found with all fields set to unknown or null.",none,,data\firm_pages\BUN493.md,2026-05-28T14:10:34Z,v2-2026-05-27,,not_found,,,,,,
BUN546,Theme Capital Limited,https://www.themeinvestment.com/,medium_confidence,placeholder_site,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"The domain themeinvestment.com appears to be for sale on GoDaddy and contains no firm-related content, only a placeholder landing page with a GoDaddy Trustpilot review.",none,,data\firm_pages\BUN546.md,2026-05-28T15:50:41Z,v2-2026-05-27,,unverified,,,,,,
BUO100,Bamboo Hill Capital Management Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,"KG title: Pak Kong Ancient Trail (Bamboo Grove)
KG type: Hiking area in Hong Kong",,2026-05-28T06:49:15Z,v2-2026-05-27,,not_found,,,,,,
BUO375,ByWin Capital Management Limited,https://www.bywincapital.com/,high_confidence,placeholder_site,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"Website only shows a 'Launching Soon' placeholder and a contact form; no content about asset classes, strategy, or parent group exists.",none,,data\firm_pages\BUO375.md,2026-05-28T15:34:59Z,v2-2026-05-27,,unverified,,,,,,
BUO542,Royal Family Asset Management Limited,https://www.royalfamily.com/,high_confidence,placeholder_site,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"Domain name is for sale, no firm content found — placeholder site",none,,data\firm_pages\BUO542.md,2026-05-28T14:09:56Z,v2-2026-05-27,,unverified,,,,,,
BUO773,WIM Investment Management Limited,https://www.leicode.hk/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,Source text is entirely about LEI registration services and contains no information about WIM Investment Management Limited or any asset management activities.,none,,data\firm_pages\BUO773.md,2026-05-28T14:47:19Z,v2-2026-05-27,,not_found,,,,,,
BUO817,Delight Hong Kong Asset Management Limited,https://www.aeondelightasia.com/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,AEON Delight Group,subsidiary,,,,,,,,false,true,"4,9",no_evidence,"The scraped source text is for AEON Delight (Asia) Limited, a facility management and engineering services company, not for Delight Hong Kong Asset Management Limited. No asset management, investment, or financial content was found, so the firm's operational status is 'no_site_found' and all financial fields are unknown.",none,,data\firm_pages\BUO817.md,2026-05-28T07:41:12Z,v2-2026-05-27,,not_found,,,,,,
BUO881,"China Great Bay Area Fund Management Co., Limited",https://www.cmcapital.com.cn,ambiguous,active,"private_equity,private_credit,real_assets,multi",mixed,"VC/PE, FOF/S, structured products, cross-border, overseas",high,true,,china,"green_tech,life_sciences,digital_intelligence_tech,real_estate,infrastructure",not_applicable,China Merchants Group / GLP (co-parents),subsidiary,管理总资产突破3000亿元（430亿美元）,USD,43000,,,lnfund@lnfund.com.cn,,true,true,"1,4,9",multiple_pages_corroborate,"Parent group (China Merchants Capital) is an alternative asset manager with stated focus on private equity, VC, FOF/S, structured products, and overseas investments; AUM of RMB 300 billion (~USD 43 billion) explicitly stated; illiquid private investments are primary business line; multiple fund types and sector focuses indicate high illiquid book.",website,,data\firm_pages\BUO881.md,2026-05-29T09:54:36Z,v2-2026-05-27,,suspect,,,,,,
BUP018,Ivy Pro Limited,https://www.comgateway.com/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,generalist,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",no_evidence,"The scraped content is for comGateway, a US freight forwarding and proxy shopping service, which is unrelated to Ivy Pro Limited as an asset manager.",none,,data\firm_pages\BUP018.md,2026-05-28T09:07:28Z,v2-2026-05-27,true,not_found,,,,,,
BUP752,Innovation (Hong Kong) Asset Management Limited,https://innovationhongkong.com/,medium_confidence,placeholder_site,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"Website only shows a cookie consent banner, a welcome page with a single link to a 'gallery' of broad business/investment categories, and a member login; no substantive content about asset management activities, investment strategy, AUM, or parent group.",none,,data\firm_pages\BUP752.md,2026-05-28T09:07:47Z,v2-2026-05-27,,unverified,,,,,,
BUP777,Pinestone Capital Asset Management Limited,https://www.pinestone.com.hk,high_confidence,active,"public_equity,public_credit",mixed,,low,,,hong_kong,generalist,not_applicable,,n_a,,,,,,,,false,true,"4,9",guessed,"Website describes a Hong Kong securities brokerage and lending business with no mention of asset management, private investments, or fund management, so I infer the firm is likely a standalone broker-dealer with low likelihood of holding illiquid private positions.",website,,data\firm_pages\BUP777.md,2026-05-28T13:51:13Z,v2-2026-05-27,,probable,,,,,,
BUP913,Fourier Capital Management Limited,https://fouriercapital.com,medium_confidence,active,public_equity,long_short,,low,,,global,"tech,healthcare,consumer,generalist",not_applicable,,n_a,,,,https://www.linkedin.com/company/fourier-capital-management-limited/,IR@fouriercapital.com,,ir@fouriercapital.com,false,false,9,multiple_pages_corroborate,"Website clearly states it manages a long-short equity fund with deep fundamental research, no mention of private or illiquid assets, and it is a standalone Hong Kong firm founded in 2024 with no parent group.",website,,data\firm_pages\BUP913.md,2026-05-28T08:08:08Z,v2-2026-05-27,,probable,,,,,,
BUQ130,Belter Risen Asset Management Limited,https://www.belter.com/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"The scraped text is a personal photography/hobby website with no relation to Belter Risen Asset Management Limited, so no firm information is available.",none,,data\firm_pages\BUQ130.md,2026-05-28T06:48:42Z,v2-2026-05-27,,not_found,,,,,,
BUQ155,Shikhara Capital (Hong Kong) Private Limited,https://shikhara.com/,high_confidence,active,"public_equity,public_credit",directional_long,"long/short equity, Asia and India focused",low,,true,asia,generalist,not_applicable,,n_a,,,,,,,,true,true,"1,2,4,9",one_clear_statement,"Website clearly describes Shikhara as a long/short equity manager focused on Asia and India public markets, with no mention of private equity or illiquid assets; the disclaimer notes lack of liquidity in their products, but the investment process centers on listed stocks and IPOs, making illiquid private investments unlikely.",website,,data\firm_pages\BUQ155.md,2026-05-28T14:29:15Z,v2-2026-05-27,,verified,,,,,,
BUQ306,Trendy Capital Limited,https://trendycapitalhk.com/,high_confidence,active,private_equity,buy_and_hold,early stage venture capital,high,,,,"technology,ai,robotics,healthcare,consumer",not_applicable,,n_a,assets under management exceeding USD 500 million,USD,500,,,,info@trendycapitalhk.com,false,true,"4,9",multiple_pages_corroborate,"The website clearly states Trendy Capital is an early-stage venture capital firm investing in private technology startups, with AUM over USD 500 million, indicating a high illiquid book likelihood.",website,,data\firm_pages\BUQ306.md,2026-05-28T14:37:41Z,v2-2026-05-27,,verified,2026-05-29T01:21:34+00:00,,,,rate_limited,2026-05-29T06:21:42+00:00
